company_nmls_id,license_number,license_class,ofr_status,initial_approval_on,status_effective_on,source_clock,source_dataset,source_record_id,source_observed_on,firm_name,prim_address1,prim_address2,prim_city,prim_county,prim_state,prim_zip,phone,servicer_flag,raw_metadata
878490,MLD1041,MLD,Approved,2014-01-21,2014-01-21,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1041,2026-08-27,Credence Funding Corporation,"1200 Technology Drive, Suite A",,Aberdeen,,MD,21001,410-417-5446,,FL Mortgage Lender License
1647726,MBR2378,MBR,Approved,2017-07-19,2024-01-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2378,2026-08-27,"CREDENCE LENDING FINANCIAL GROUP, LLC",645 nw 38th circle,,boca raton,,FL,33431,561-989-4868,,FL Mortgage Broker License
2667168,MBR8428,MBR,Approved,2026-02-19,2026-02-19,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8428,2026-08-27,"Credence Mortgage Advisors, LLC",6210 W Buckhorn Tr,,Phoenix,,AZ,85083,(623)377-4041,,FL Mortgage Broker License
1681276,MBR2582,MBR,Approved,2018-03-14,2018-03-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2582,2026-08-27,"Credible Operations, Inc.",110 Corcoran Street 5th Floor Suite 151,,Durham,,NC,27701,415-289-9475,,FL Mortgage Broker License
2005441,MBR5323,MBR,Approved,2022-05-26,2022-05-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5323,2026-08-27,"CrediMax, LLC",20283 FL7 Suite  107,,Boca Raton,,FL,33498,561-572-9868,,FL Mortgage Broker License
870875,MLD878,MLS,Approved,2013-01-03,2013-01-03,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD878,2026-08-27,"Credit Control, LLC","3300 Rider Trail S, Suite 500",,Earth City,,MO,63045,314-442-7399,,FL Mortgage Lender Servicer License
2589059,MBR7137,MBR,Approved,2024-03-20,2025-03-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7137,2026-08-27,Credit Jason LLC,9559 Collins Ave Apt 1003,,Surfside,,FL,33154,786-246-6750,,FL Mortgage Broker License
1588622,MBR2336,MBR,Approved,2017-06-07,2017-06-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2336,2026-08-27,"Credit Karma Mortgage, Inc.",1100 Broadway STE 1800,,Oakland,,CA,94607,415-510-5272,,FL Mortgage Broker License
645585,MLD2047,MLS,Approved,2021-06-23,2025-01-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2047,2026-08-27,"Credit Union Financial Services, LLC",2476 Lawrenceville Hwy Suite 101,,Decatur,,GA,30033,678-658-4477,,FL Mortgage Lender Servicer License
296727,MLD1582,MLD,Approved,2018-02-01,2018-02-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1582,2026-08-27,"Credit Union Mortgage Association, Inc.",10800 Main Street,,Fairfax,,VA,22030,703-425-1204,,FL Mortgage Lender License
2095788,MBR4009,MBR,Approved,2021-02-02,2021-02-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4009,2026-08-27,CREDITONIC LLC,41 WHITE HORSE WAY,,GROVELAND,,FL,34736,786-366-7557,,FL Mortgage Broker License
276457,MBR797,MBR,Approved,2011-07-28,2023-01-20,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR797,2026-08-27,"Creekside Mortgage Services, Inc.",1235 Boardman Canfield Rd Suite 1,,Boardman,,OH,44512,330-726-8145,,FL Mortgage Broker License
2549058,MBR7164,MBR,Approved,2024-03-29,2024-03-29,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7164,2026-08-27,Cremon Mortgage Experts Corp,11 Chestnut Street Suite 6A,,Andover,,MA,1810,781-367-5059,,FL Mortgage Broker License
1978,MLD227,MLD,Approved,2011-04-26,2011-04-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD227,2026-08-27,Crestline Funding Corporation,18851 Bardeen Ave,,Irvine,,CA,92612,949-863-8600,,FL Mortgage Lender License
2789535,MBR8439,MBR,Approved,2026-02-24,2026-02-24,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8439,2026-08-27,"Crestmark Lending, LLC",1560 E Southlake Blvd Suite 100,,Southlake,,TX,76092,682-307-9807,,FL Mortgage Broker License
1881824,MBR5588,MBR,Approved,2022-08-23,2022-08-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5588,2026-08-27,"Crockett, Kathryn Pauline",1763 LISBON DRIVE,,PARKER,,CO,80138,954-818-3482,,FL Mortgage Broker License
98185,MBR2541,MBR,Approved,2018-01-31,2018-01-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2541,2026-08-27,Cross State Funding Corp.,416 Oliver Street,,North Tonawanda,,NY,14120,716-691-7000,,FL Mortgage Broker License
3029,MLD806,MLS,Approved,2012-04-11,2012-04-11,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD806,2026-08-27,"CrossCountry Mortgage, LLC",2160 Superior Avenue,,Cleveland,,OH,44114,440-262-3528,,FL Mortgage Lender Servicer License
37945,MLD303,MLS,Approved,2011-05-23,2019-10-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD303,2026-08-27,"Crossfire Financial Network, Inc.",8785 SW 165 Avenue Suite 200,,Miami,,FL,33193,(800) 854-3779,,FL Mortgage Lender Servicer License
1570449,MBR4200,MBR,Approved,2021-04-20,2021-04-20,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4200,2026-08-27,"Crossover Financial Group, LLC",448 Dixie Highway,,Chicago Heights,,IL,60411,630-750-8317,,FL Mortgage Broker License
56921,MBR7041,MBR,Approved,2024-02-12,2024-02-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7041,2026-08-27,"Crosspoint Financial, Inc.",9121 W Russell Rd #113,,Las Vegas,,NV,89148,949-338-8601,,FL Mortgage Broker License
1377291,MBR1879,MBR,Approved,2015-11-03,2015-11-03,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR1879,2026-08-27,Crossview Mortgage LLC,1901 Island Walkway Suite 117,,Fernandina Beach,,FL,32034,904-325-9008,,FL Mortgage Broker License
1966664,MBR3552,MBR,Approved,2020-04-01,2024-02-05,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3552,2026-08-27,Crown Capital Ventures LLC,1036 Castlevecchio Loop,,Orlando,,FL,32825,703-409-5864,,FL Mortgage Broker License
2472448,MBR6279,MBR,Approved,2023-04-13,2023-04-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6279,2026-08-27,"Crown Financial Mortgage, Inc",777 S Harbour Island Blvd Suite 930,,Tampa,,FL,33602,732-267-7895,,FL Mortgage Broker License
204555,MBR1378,MBR,Approved,2013-04-12,2013-04-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR1378,2026-08-27,Crown Funding LLC,800 SE 4TH AVE SUITE 819-A,,HALLANDALE BEACH,,FL,33009,732-253-7323,,FL Mortgage Broker License
2661577,MBR7911,MBR,Approved,2025-04-10,2025-04-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7911,2026-08-27,Crown Mortgage LLP,3637 Main St,,Kansas City,,MO,64111,816-786-6570,,FL Mortgage Broker License
107592,MBR3402,MBR,Approved,2020-01-07,2020-01-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3402,2026-08-27,"Crownmark Mortgage, Inc.",8980 Technology Dr,,Fishers,,IN,46038,317-594-9800,,FL Mortgage Broker License
1662871,MBR2437,MBR,Approved,2017-09-25,2017-09-25,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2437,2026-08-27,CRS Group Services Inc dba CRS Group Mortgage Co,22 Riviera Estates Drive,,PALM COAST,,FL,32164,941-875-1858,,FL Mortgage Broker License
2497292,MLD2526,MLD,Approved,2023-12-20,2026-02-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2526,2026-08-27,CS Finance,11175 Azusa Court Suite 110,,Rancho Cucamonga,,CA,91730,813-720-9758,,FL Mortgage Lender License
959454,MLD2442,MLS,Approved,2023-06-07,2023-06-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2442,2026-08-27,"CSL Financial, LLC",1900 International Park Drive Suite 50,,Birmingham,,AL,35243,205-313-3113,,FL Mortgage Lender Servicer License
1974499,MBR3623,MBR,Approved,2020-05-21,2026-01-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3623,2026-08-27,CTC Financial P.A.,1395 Brickell Ave 8th Floor,,Miami,,FL,33131,786-218-3090,,FL Mortgage Broker License
2108507,MBR4214,MBR,Approved,2021-04-26,2021-04-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4214,2026-08-27,CTC FINTECH LLC,99 NW 183 St. #232D,,Miami Gardens,,FL,33169,305-417-8388,,FL Mortgage Broker License
2509999,MBR6659,MBR,Approved,2023-08-28,2023-08-28,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6659,2026-08-27,CTC Florida LLC,2000 Montecito Avenue 2000 Montecito Avenue,,Deltona,,FL,32738,386-456-8000,,FL Mortgage Broker License
1939153,MBR6428,MBR,Approved,2023-06-02,2023-06-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6428,2026-08-27,CTC Funding LLC,934 Stuyvesant Avenue Suite 10,,Union,,NJ,7083,908-370-7223,,FL Mortgage Broker License
2376601,MBR5486,MBR,Approved,2022-07-28,2022-07-28,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5486,2026-08-27,CTC HOME LENDING LLC,9090 PASEO DE VALENCIA ST,,FORT MYERS,,FL,33908-9663,239-799-0282,,FL Mortgage Broker License
1221545,MBR4950,MBR,Approved,2022-02-02,2022-02-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4950,2026-08-27,"CTC Loan Processing,LLC",1301 Clendon Circle,,Leland,,NC,28451,304-671-9517,,FL Mortgage Broker License
371182,MLD33,MLD,Approved,2011-02-02,2011-02-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD33,2026-08-27,CTC Mortgage Company LLC,1641 Worthington Rd,,West Palm Beach,,FL,33409,561-394-7798,,FL Mortgage Lender License
2603454,MBR7335,MBR,Approved,2024-06-06,2024-06-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7335,2026-08-27,CTC MORTGAGE SUPPORT LLC,8714 imperial ct,,tampa,,FL,31645,954-604-1678,,FL Mortgage Broker License
1822909,MBR2938,MBR,Approved,2019-01-18,2019-01-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2938,2026-08-27,CTC Processing Corp,14348 Roxshire Drive,,ORLANDO,,FL,32837,407-401-8522,,FL Mortgage Broker License
2602628,MBR7957,MBR,Approved,2025-05-06,2025-05-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7957,2026-08-27,CTC Processing Partners LLC,13413 Lochrin Ln,,Sylmar,,CA,91342,818-742-7640,,FL Mortgage Broker License
2694708,MBR8288,MBR,Approved,2025-12-01,2025-12-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8288,2026-08-27,CTC Sky LLC,3346 Coolidge St.,,Hollywood,,FL,33021,305-797-9401,,FL Mortgage Broker License
2880358,MBR8717,MBR,Approved,2026-08-13,2026-08-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8717,2026-08-27,"CTCPRO Mortgage Processing, LLC",125 Cleveland Ave 1,,Cocoa Beach,,FL,32931,407-202-4305,,FL Mortgage Broker License
1897443,MBR6855,MBR,Approved,2023-12-01,2023-12-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6855,2026-08-27,"CTH Mortgage, LLC",18300 S I-12 Service Road Suite 100,,Ponchatoula,,LA,70454,985-277-1268,,FL Mortgage Broker License
2337824,MBR5356,MBR,Approved,2022-06-10,2023-01-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5356,2026-08-27,CTR Mortgage Brokers LLC,"14120 BALLANTYNE CORPORATE PL Suite 350, OFC 310",,Charlotte,,NC,28277-2890,704-277-4463,,FL Mortgage Broker License
2341443,MBR7924,MBR,Approved,2025-04-17,2025-04-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7924,2026-08-27,CTR Processing LLC,9550 Oswald Ln,,Charlotte,,NC,28277,980-395-0053,,FL Mortgage Broker License
189965,MLD2105,MLS,Approved,2021-09-24,2021-09-24,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2105,2026-08-27,"CU Community, LLC",2077 Town Center Blvd Suite 303,,Knoxville,,TN,37922,865-560-7490,,FL Mortgage Lender Servicer License
1306112,MBR2009,MBR,Approved,2016-04-22,2016-04-22,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2009,2026-08-27,CURRAN MORTGAGE INC,8137 Flax Drive,,Sarasota,,FL,34241,949-278-4295,,FL Mortgage Broker License
54761,MLD2247,MLS,Approved,2022-05-31,2022-05-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2247,2026-08-27,CUSO Mortgage Corporation,101 Western Avenue,,Hampden,,ME,4444,207-862-2876,,FL Mortgage Lender Servicer License
2678295,MLD2689,MLD,Approved,2025-07-09,2025-07-09,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2689,2026-08-27,Custom Home Loans LLC,30800 Telegraph Road Suite 1724,,Bingham Farms,,MI,48025,248-535-5685,,FL Mortgage Lender License
158080,MBR777,MBR,Approved,2011-07-15,2011-07-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR777,2026-08-27,"Custom Mortgage Services, Inc.","2100 Westshore Drive, Suite 208",,Cumming,,GA,30041,678-992-7101,,FL Mortgage Broker License
1556995,MBR2277,MBR,Approved,2017-04-13,2025-02-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2277,2026-08-27,Custom Mtg Inc,16501 Ventura Blvd. suite 400,,Encino,,CA,91436,323-333-5693,,FL Mortgage Broker License
2445999,MBR6258,MBR,Approved,2023-04-06,2023-04-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6258,2026-08-27,Custom Rate Mortgage PLLC,360 Central Ave Suite 470,,St. Petersburg,,FL,33701,727-348-0486,,FL Mortgage Broker License
2475259,MBR8558,MBR,Approved,2026-05-01,2026-05-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8558,2026-08-27,Cutrate Home Loans LLC,151 East Main Street Suite #2,,Santaquin,,UT,84655,385-225-5393,,FL Mortgage Broker License
840957,MLD1058,MLD,Approved,2014-03-11,2014-03-11,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1058,2026-08-27,"CUW Solutions, LLC","Two Radnor Corporate Center, 3rd Floor 100 Matsonford Road",,Radnor,,PA,19087,610-263-8410,,FL Mortgage Lender License
2478266,MLD2457,MLD,Approved,2023-07-17,2023-07-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2457,2026-08-27,"CV3 Financial Services, LLC",2101 E El Segundo Blvd Ste 203,,El Segundo,,CA,90245,805-231-7816,,FL Mortgage Lender License
2576815,MBR7046,MBR,Approved,2024-02-14,2024-02-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7046,2026-08-27,"CX Mortgage, LLC",10151 Deerwood Park Blvd Building 200 Ste 250,,Jacksonville,,FL,32256,803-804-6518,,FL Mortgage Broker License
2423291,MBR5769,MBR,Approved,2022-10-11,2022-10-11,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5769,2026-08-27,Cyber Mortgage LLC,10220 Kristen Park Dr,,Orlando,,FL,32832,954-232-5267,,FL Mortgage Broker License
185729,MLD622,MLS,Approved,2011-09-13,2011-09-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD622,2026-08-27,Cypress Loan Servicing LLC,"400 E. Las Colinas Blvd, #220",,Irving,,TX,75039,469-527-9811,,FL Mortgage Lender Servicer License
2400325,MBR6766,MBR,Approved,2023-10-11,2024-03-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6766,2026-08-27,CYR FUNDING OF FLORIDA INC.,7450 Griffin Rd. Unit 140,,Davie,,FL,33314,305-525-9955,,FL Mortgage Broker License
379719,MBR891,MBR,Approved,2011-08-29,2011-08-29,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR891,2026-08-27,D & F Lending Corp,"7270 NW 12th Street, PH9",,Miami,,FL,33126,305-406-1631,,FL Mortgage Broker License
381511,MBR954,MBR,Approved,2011-09-16,2026-01-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR954,2026-08-27,d&l mortgage solutions inc.,5190 sw 17th st,,plantation,,FL,33317,954-987-3038,,FL Mortgage Broker License
2631051,MBR7464,MBR,Approved,2024-08-02,2025-01-29,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7464,2026-08-27,D&P MORTGAGE SOLUTIONS CORP,21457 SW 127 CT,,Miami,,FL,33177,786-451-3869,,FL Mortgage Broker License
1273222,MBR1696,MBR,Approved,2015-01-12,2015-01-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR1696,2026-08-27,"D&V Home Mortgage, Inc.",1412 Royal Palm Square Blvd #105,,Fort Myers,,FL,33919,239-691-6546,,FL Mortgage Broker License
571455,MBR935,MBR,Approved,2011-09-12,2011-09-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR935,2026-08-27,"D. S. W. ENTERPRISES, LLC.",12503 riverglen dr,,riverview,,FL,33614,813-833-8989,,FL Mortgage Broker License
2511213,MBR6605,MBR,Approved,2023-08-09,2025-01-09,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6605,2026-08-27,DA 24-7 Investments LLC,19300 W. Dixie Highway Suite 10,,Aventura,,FL,33180,305-720-1170,,FL Mortgage Broker License
1922428,MBR3365,MBR,Approved,2019-12-06,2019-12-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3365,2026-08-27,"DA KREBS, INC.",20984 UPTOWN AVE APT 401,,BOCA RATON,,FL,33428,321-239-2781,,FL Mortgage Broker License
1982016,MBR3642,MBR,Approved,2020-06-03,2025-01-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3642,2026-08-27,Dade Mortgage Solutions LLC,13590 SW 134th Ave Suite 208,,Miami,,FL,33186,305-613-9908,,FL Mortgage Broker License
2802965,MBR8674,MBR,Approved,2026-07-15,2026-07-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8674,2026-08-27,"Dages Capital, LLC",600 E Carmel Dr #251B,,Carmel,,IN,46032,317-439-7313,,FL Mortgage Broker License
2533131,MBR6790,MBR,Approved,2023-11-01,2023-11-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6790,2026-08-27,Dale Financial Group LLC,4705 Silverado Pl,,Louisville,,KY,40299,859-420-8237,,FL Mortgage Broker License
1977377,MBR5864,MBR,Approved,2022-11-15,2022-11-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5864,2026-08-27,"Dang Mortgage Team, INC",12881 Knott St #102,,Garden Grove,,CA,92841,949-688-6668,,FL Mortgage Broker License
1547352,MBR3079,MBR,Approved,2019-05-02,2019-05-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3079,2026-08-27,Dara Mortgage Inc.,8084 W SAHARA # A,,LAS VEGAS,,NV,89117,702-960-4500,,FL Mortgage Broker License
829682,MBR971,MBR,Approved,2011-09-27,2011-09-27,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR971,2026-08-27,"Darce Financial, Inc",6125 Heliconia Road,,Delray Beach,,FL,33484,561-994-6588,,FL Mortgage Broker License
1212776,MBR1762,MBR,Approved,2015-05-22,2026-01-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR1762,2026-08-27,"DARK HORSE HOME LOANS, LLC",14054 NW 82nd Avenue Suite B,,Miami Lakes,,FL,33016,305-801-4848,,FL Mortgage Broker License
2500019,MBR6722,MBR,Approved,2023-09-25,2023-09-25,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6722,2026-08-27,Dart Mortgage Processing  LLC,940 Centre Circle Suite 1010,,Altamonte Springs,,FL,32714,407-448-3303,,FL Mortgage Broker License
227262,MLD376,MLD,Approved,2011-06-16,2011-06-16,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD376,2026-08-27,"DAS Acquisition Company, LLC",12140 Woodcrest Executive Drive Ste. 150,,St. Louis,,MO,63141,314-628-2000,,FL Mortgage Lender License
1910299,MBR3687,MBR,Approved,2020-07-06,2020-07-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3687,2026-08-27,"DASFC, INC.","28999 Old Town Front St, Suite 107",,Temecula,,CA,92590,951-505-3005,,FL Mortgage Broker License
70377,MLD1431,MLD,Approved,2016-12-22,2016-12-22,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1431,2026-08-27,"DATA MORTGAGE, INC.",1417 North Magnolia Avenue,,Ocala,,FL,34475,714-935-2581,,FL Mortgage Lender License
70377,MLD1743,MLS,Approved,2019-03-18,2019-03-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD1743,2026-08-27,"DATA MORTGAGE, INC.",1417 North Magnolia Avenue,,Ocala,,FL,34475,714-935-2581,,FL Mortgage Lender Servicer License
1958392,MBR3607,MBR,Approved,2020-05-14,2020-05-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3607,2026-08-27,David John Lending Group LLC,2598 East Sunrise Blvd 2104,,Fort Lauderdale,,FL,33304,954-504-5611,,FL Mortgage Broker License
1574879,MBR4475,MBR,Approved,2021-08-04,2021-08-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4475,2026-08-27,David Kilpatrick Financial LLC,3205 Westshore Drive,,Cumming,,GA,30041,678-575-5186,,FL Mortgage Broker License
2873673,MBR8719,MBR,Approved,2026-08-14,2026-08-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8719,2026-08-27,David Stein Inc.,3955 Design Center Drive#664,,Palm Beach Gardens,,FL,33410,561-929-0101,,FL Mortgage Broker License
2245942,MLD2134,MLD,Approved,2021-11-18,2021-11-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2134,2026-08-27,Daybreak Mortgage LLC,9710 Sun Pointe Dr.,,Boynton Beach,,FL,33437,954-234-6995,,FL Mortgage Lender License
871693,MLD866,MLS,Approved,2012-10-23,2012-10-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD866,2026-08-27,DB Premier Asset Partners LLC,615 Crescent Executive Court Suite 224,,Lake Mary,,FL,32746,407-367-2965,,FL Mortgage Lender Servicer License
382221,MBR1033,MBR,Approved,2011-10-31,2011-10-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR1033,2026-08-27,DBA Leader Mortgage Services,3200 SW 117 AVE,,DAVIE,,FL,33330,954-205-5444,,FL Mortgage Broker License
2477854,MBR6370,MBR,Approved,2023-05-16,2025-01-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6370,2026-08-27,"DC Lending, LLC",2942 East Orchard Circle,,Davie,,FL,33328,305-898-5450,,FL Mortgage Broker License
2151023,MBR6875,MBR,Terminated - Failed to Renew,2023-12-11,2026-01-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6875,2026-08-27,"DC Services Alabama, LLC",4790 Wharf Parkway F 208 Office G,,Orange Beach,,AL,36561,251-923-3800,,FL Mortgage Broker License
2372640,MBR5715,MBR,Approved,2022-09-23,2022-09-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5715,2026-08-27,DCP Lending LLC,77 Understory Trail,,Dawsonville,,GA,30534,770-757-5750,,FL Mortgage Broker License
374354,MLD645,MLS,Approved,2011-10-06,2026-02-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD645,2026-08-27,"DCR Loan Servicing, LLC",150 2nd Ave N Suite 1600,,St Petersburg,,FL,33701,727-341-8380,,FL Mortgage Lender Servicer License
324329,MBR2100,MBR,Approved,2016-09-15,2016-09-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2100,2026-08-27,DDA Mortgage Inc,"1600 West Bay Drive, Suite B",,Largo,,FL,33770,727-784-5555,,FL Mortgage Broker License
2560172,MBR8323,MBR,Approved,2025-12-19,2025-12-19,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8323,2026-08-27,"Dead Pledge Brokers, Inc.",2150 Joshuas Path Suite 50,,Hauppauge,,NY,11788,631-889-1090,,FL Mortgage Broker License
1841326,MBR3844,MBR,Approved,2020-10-14,2020-10-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3844,2026-08-27,Dear Lender LLC,1160 Krobot Way,,Alpharetta,,GA,30004,412-620-3342,,FL Mortgage Broker License
1743790,MBR3158,MBR,Approved,2019-07-17,2019-07-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3158,2026-08-27,"Debt Does Deals, LLC",4405 7th Ave SE Ste 306,,Lacey,,WA,98503,256-827-3972,,FL Mortgage Broker License
2561451,MLD2794,MLD,Approved,2026-06-04,2026-06-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2794,2026-08-27,"Deco Mortgage, LLC.",2200 Butts Road Suite #210,,Boca Raton,,FL,33431,561-445-8424,,FL Mortgage Lender License
2821423,MBR8488,MBR,Approved,2026-03-25,2026-03-25,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8488,2026-08-27,"Dedicated Mortgage Solutions, LLC",305 Wickham Court,,Longwood,,FL,32779,407-739-7640,,FL Mortgage Broker License
2703583,MBR7909,MBR,Approved,2025-04-10,2025-04-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7909,2026-08-27,DeepBlue Mortgage LLC,2000 PGA Blvd Suite 4440 PMB# 354,,Palm Beach Gardens,,FL,33408,561-735-2022,,FL Mortgage Broker License
